District,Year,Taluka,Rural/Urban,Normal Weight,Moderate Acute Malnutrition,Severe Acute Malnutrition
Buldhana,2014,Deulgaon Raja,Rural,95.27,4.02,0.7
Buldhana,2014,Deulgaon Raja,Urban,90.01,8.83,1.16
Buldhana,2014,Deulgaon Raja,Total,94.75,4.5,0.75
Buldhana,2014,Sindkhed Raja,Rural,84.28,14.3,1.42
Buldhana,2014,Sindkhed Raja,Urban,90.12,9.26,0.62
Buldhana,2014,Sindkhed Raja,Total,84.42,14.18,1.4
Buldhana,2014,Lonar,Rural,90.42,8.14,1.44
Buldhana,2014,Lonar,Urban,90.19,8.49,1.33
Buldhana,2014,Lonar,Total,90.41,8.15,1.43
Buldhana,2015,Jalgaon Jamod,Rural,80.58,16.68,2.74
Buldhana,2015,Jalgaon Jamod,Urban,94.93,3.01,0.82
Buldhana,2015,Jalgaon Jamod,Total,81.46,15.84,2.62
Buldhana,2015,Sangrampur,Rural,91.28,7.84,0.88
Buldhana,2015,Sangrampur,Urban,,,
Buldhana,2015,Sangrampur,Total,91.28,7.84,0.88
Buldhana,2015,Shegaon,Rural,89.56,9.36,1.08
Buldhana,2015,Shegaon,Urban,91.05,9.01,0.77
Buldhana,2015,Shegaon,Total,90.04,9.24,0.98
Buldhana,2015,Nandura,Rural,89.95,9.12,0.93
Buldhana,2015,Nandura,Urban,93.84,5.16,1
Buldhana,2015,Nandura,Total,90.15,8.92,0.93
Buldhana,2015,Malkapur,Rural,95.91,3.65,0.45
Buldhana,2015,Malkapur,Urban,93.7,5.66,0.63
Buldhana,2015,Malkapur,Total,95.12,4.37,0.51
Buldhana,2015,Motala,Rural,89.67,9.71,0.62
Buldhana,2015,Motala,Urban,,,
Buldhana,2015,Motala,Total,89.67,9.71,0.62
Buldhana,2015,Khamgaon,Rural,92.42,7.29,0.29
Buldhana,2015,Khamgaon,Urban,95.51,3.9,0.59
Buldhana,2015,Khamgaon,Total,93,6.65,0.35
Buldhana,2015,Mehkar,Rural,86.48,12.19,2.08
Buldhana,2015,Mehkar,Urban,98.83,5.26,0.14
Buldhana,2015,Mehkar,Total,87.77,11.47,1.88
Buldhana,2015,Chikhali,Rural,89.1,10.29,1.33
Buldhana,2015,Chikhali,Urban,96.58,8.61,1.85
Buldhana,2015,Chikhali,Total,89.64,10.17,1.37
Buldhana,2015,Buldhana,Rural,88.15,11.03,0.82
Buldhana,2015,Buldhana,Urban,93.41,5.73,0.85
Buldhana,2015,Buldhana,Total,88.75,10.43,0.82
Buldhana,2015,Deulgaon Raja,Rural,90.06,8.09,1.85
Buldhana,2015,Deulgaon Raja,Urban,85,13.04,1.96
Buldhana,2015,Deulgaon Raja,Total,89.38,8.75,1.86
Buldhana,2015,Sindkhed Raja,Rural,80.04,18.02,1.94
Buldhana,2015,Sindkhed Raja,Urban,94.59,4.84,0.57
Buldhana,2015,Sindkhed Raja,Total,80.43,17.67,1.9
Buldhana,2015,Lonar,Rural,90.92,7.79,1.29
Buldhana,2015,Lonar,Urban,96.11,2.96,0.93
Buldhana,2015,Lonar,Total,91.15,7.57,1.28
Buldhana,2016,Jalgaon Jamod,Rural,82.22,15.67,2.11
Buldhana,2016,Jalgaon Jamod,Urban,97.34,1.99,0.66
Buldhana,2016,Jalgaon Jamod,Total,83.2,14.78,2.02
Buldhana,2016,Sangrampur,Rural,89.39,9.67,0.94
Buldhana,2016,Sangrampur,Urban,,,
Buldhana,2016,Sangrampur,Total,89.39,9.67,0.94
Buldhana,2016,Shegaon,Rural,90.6,8.63,0.77
Buldhana,2016,Shegaon,Urban,90.1,9.2,0.7
Buldhana,2016,Shegaon,Total,90.46,8.79,0.75
Buldhana,2016,Nandura,Rural,90.96,8.28,0.76
Buldhana,2016,Nandura,Urban,91.45,7.09,1.45
Buldhana,2016,Nandura,Total,90.98,8.22,0.8
Buldhana,2016,Malkapur,Rural,94.91,4.72,0.37
Buldhana,2016,Malkapur,Urban,94.71,4.73,0.56
Buldhana,2016,Malkapur,Total,94.84,4.72,0.44
Buldhana,2016,Motala,Rural,90.09,9.35,0.56
Buldhana,2016,Motala,Urban,,,
Buldhana,2016,Motala,Total,90.09,9.35,0.56
Buldhana,2016,Khamgaon,Rural,86.56,5.34,0.32
Buldhana,2016,Khamgaon,Urban,94.84,4.25,0.91
Buldhana,2016,Khamgaon,Total,87.98,5.16,0.42
Buldhana,2016,Mehkar,Rural,87.18,11.84,0.98
Buldhana,2016,Mehkar,Urban,95.88,3.63,0.49
Buldhana,2016,Mehkar,Total,88.17,10.91,0.92
Buldhana,2016,Chikhali,Rural,88.77,10.01,1.22
Buldhana,2016,Chikhali,Urban,92.41,6.29,1.3
Buldhana,2016,Chikhali,Total,89.06,9.71,1.23
Buldhana,2016,Buldhana,Rural,87.84,11.38,0.78
Buldhana,2016,Buldhana,Urban,93.96,5.52,0.52
Buldhana,2016,Buldhana,Total,88.63,10.62,0.75
Buldhana,2016,Deulgaon Raja,Rural,90.14,8.4,1.46
Buldhana,2016,Deulgaon Raja,Urban,86.56,12.52,0.92
Buldhana,2016,Deulgaon Raja,Total,89.55,9.07,1.37
Buldhana,2016,Sindkhed Raja,Rural,81.47,16.73,1.8
Buldhana,2016,Sindkhed Raja,Urban,88.04,10.87,1.09
Buldhana,2016,Sindkhed Raja,Total,81.71,16.52,1.77
Buldhana,2016,Lonar,Rural,92.98,6.08,0.94
Buldhana,2016,Lonar,Urban,99.15,0.28,0.57
Buldhana,2016,Lonar,Total,93.35,5.73,0.91
Buldhana,2017,Jalgaon Jamod,Rural,82.48,15.34,2.17
Buldhana,2017,Jalgaon Jamod,Urban,98.68,0.53,0.79
Buldhana,2017,Jalgaon Jamod,Total,83.57,14.35,2.08
Buldhana,2017,Sangrampur,Rural,89.72,9,1.28
Buldhana,2017,Sangrampur,Urban,,,
Buldhana,2017,Sangrampur,Total,89.72,9,1.28
Buldhana,2017,Shegaon,Rural,87.27,11.06,1.67
Buldhana,2017,Shegaon,Urban,89.34,9.64,1.01
Buldhana,2017,Shegaon,Total,87.89,10.64,1.47
Buldhana,2017,Nandura,Rural,90.02,8.68,1.3
Buldhana,2017,Nandura,Urban,92.04,7.05,0.9
Buldhana,2017,Nandura,Total,90.13,8.6,1.28
Buldhana,2017,Malkapur,Rural,89.07,9.51,1.42
Buldhana,2017,Malkapur,Urban,95.22,4.3,0.48
Buldhana,2017,Malkapur,Total,91.36,7.57,1.07
Buldhana,2017,Motala,Rural,89.31,9.68,1.01
Buldhana,2017,Motala,Urban,,,
Buldhana,2017,Motala,Total,89.31,9.68,1.01
Buldhana,2017,Khamgaon,Rural,93.49,5.82,0.68
Buldhana,2017,Khamgaon,Urban,93.93,4.98,1.08
Buldhana,2017,Khamgaon,Total,93.57,5.68,0.75
Buldhana,2017,Mehkar,Rural,85.61,12.96,1.43
Buldhana,2017,Mehkar,Urban,95.23,4.5,0.26
Buldhana,2017,Mehkar,Total,86.76,11.95,1.29
Buldhana,2017,Chikhali,Rural,88.38,10.21,1.41
Buldhana,2017,Chikhali,Urban,94.35,4.73,0.91
Buldhana,2017,Chikhali,Total,88.94,9.7,1.37
Buldhana,2017,Buldhana,Rural,86.35,12.02,1.63
Buldhana,2017,Buldhana,Urban,94.3,5.09,0.61
Buldhana,2017,Buldhana,Total,87.39,11.11,1.5
Buldhana,2017,Deulgaon Raja,Rural,90.82,7.81,1.37
Buldhana,2017,Deulgaon Raja,Urban,89.66,9.43,0.91
Buldhana,2017,Deulgaon Raja,Total,90.62,8.09,1.29
Buldhana,2017,Sindkhed Raja,Rural,81.94,16.33,1.72
Buldhana,2017,Sindkhed Raja,Urban,95.21,3.7,1.09
Buldhana,2017,Sindkhed Raja,Total,82.46,15.84,1.7
Buldhana,2017,Lonar,Rural,91.09,7.58,1.33
Buldhana,2017,Lonar,Urban,98.05,1.5,0.45
Buldhana,2017,Lonar,Total,91.53,7.19,1.27
Buldhana,2018,Jalgaon Jamod,Rural,83.16,14.87,1.97
Buldhana,2018,Jalgaon Jamod,Urban,99.74,0.26,0
Buldhana,2018,Jalgaon Jamod,Total,84.3,13.86,1.84
Buldhana,2018,Sangrampur,Rural,89.09,9.58,1.33
Buldhana,2018,Sangrampur,Urban,,,
Buldhana,2018,Sangrampur,Total,89.09,9.58,1.33
Buldhana,2018,Shegaon,Rural,88.53,9.88,1.59
Buldhana,2018,Shegaon,Urban,99.35,0.62,0.03
Buldhana,2018,Shegaon,Total,91.74,7.13,1.13
Buldhana,2018,Nandura,Rural,89.21,9.69,1.09
Buldhana,2018,Nandura,Urban,100,0,0
Buldhana,2018,Nandura,Total,89.76,9.2,1.04
Buldhana,2018,Malkapur,Rural,92.52,6.39,1.09
Buldhana,2018,Malkapur,Urban,99.85,0.15,0
Buldhana,2018,Malkapur,Total,95.28,4.04,0.68
Buldhana,2018,Motala,Rural,90.49,8.91,0.6
Buldhana,2018,Motala,Urban,,,
Buldhana,2018,Motala,Total,90.49,8.91,0.6
Buldhana,2018,Khamgaon,Rural,93.08,6.1,0.83
Buldhana,2018,Khamgaon,Urban,99.57,0.31,0.12
Buldhana,2018,Khamgaon,Total,94.31,4.99,0.69
Buldhana,2018,Mehkar,Rural,86.52,12.14,1.35
Buldhana,2018,Mehkar,Urban,99.75,0.25,0
Buldhana,2018,Mehkar,Total,88.23,10.59,1.17
Buldhana,2018,Chikhali,Rural,88.46,10.19,1.35
Buldhana,2018,Chikhali,Urban,99.1,0.6,0.3
Buldhana,2018,Chikhali,Total,89.46,9.29,1.25
Buldhana,2018,Buldhana,Rural,88.94,10.12,0.95
Buldhana,2018,Buldhana,Urban,99.81,0.08,0.12
Buldhana,2018,Buldhana,Total,90.39,8.78,0.83
Buldhana,2018,Deulgaon Raja,Rural,92.3,6.57,1.13
Buldhana,2018,Deulgaon Raja,Urban,98.82,0.59,0.59
Buldhana,2018,Deulgaon Raja,Total,93.34,5.62,1.05
Buldhana,2018,Sindkhed Raja,Rural,83.32,15.04,1.64
Buldhana,2018,Sindkhed Raja,Urban,99.78,0,0.22
Buldhana,2018,Sindkhed Raja,Total,83.99,14.42,1.59
Buldhana,2018,Lonar,Rural,90.85,7.89,1.27
Buldhana,2018,Lonar,Urban,99.7,0.15,0.15
Buldhana,2018,Lonar,Total,91.4,7.4,1.2
Buldhana,2019,Jalgaon Jamod,Rural,81.2,16.27,2.53
Buldhana,2019,Jalgaon Jamod,Urban,95.4,2.95,1.65
Buldhana,2019,Jalgaon Jamod,Total,82.41,15.13,2.45
Buldhana,2019,Sangrampur,Rural,90.15,8.36,1.5
Buldhana,2019,Sangrampur,Urban,,,
Buldhana,2019,Sangrampur,Total,90.15,8.36,1.5
Buldhana,2019,Shegaon,Rural,88.11,10.44,1.46
Buldhana,2019,Shegaon,Urban,89.99,8.32,1.69
Buldhana,2019,Shegaon,Total,88.69,9.78,1.53
Buldhana,2019,Nandura,Rural,91.12,7.83,1.04
Buldhana,2019,Nandura,Urban,90.11,8.63,1.26
Buldhana,2019,Nandura,Total,91.07,7.88,1.05
Buldhana,2019,Malkapur,Rural,85.55,11.71,2.74
Buldhana,2019,Malkapur,Urban,93.89,5.37,0.74
Buldhana,2019,Malkapur,Total,88.97,9.11,1.92
Buldhana,2019,Motala,Rural,89.46,9.62,0.92
Buldhana,2019,Motala,Urban,,,
Buldhana,2019,Motala,Total,89.46,9.62,0.92
Buldhana,2019,Khamgaon,Rural,92.45,6.64,0.91
Buldhana,2019,Khamgaon,Urban,86.87,11.44,1.69
Buldhana,2019,Khamgaon,Total,91.41,7.54,1.05
Buldhana,2019,Mehkar,Rural,89.35,9.43,1.22
Buldhana,2019,Mehkar,Urban,88.35,10.26,1.38
Buldhana,2019,Mehkar,Total,89.2,9.56,1.24
Buldhana,2019,Chikhali,Rural,92.11,7.15,0.74
Buldhana,2019,Chikhali,Urban,91.02,7.69,1.29
Buldhana,2019,Chikhali,Total,92,7.2,0.8
Buldhana,2019,Buldhana,Rural,91.99,7.29,0.71
Buldhana,2019,Buldhana,Urban,90.32,7.95,1.73
Buldhana,2019,Buldhana,Total,91.73,7.4,0.87
Buldhana,2019,Deulgaon Raja,Rural,90.33,8.08,1.59
Buldhana,2019,Deulgaon Raja,Urban,82.25,15.18,2.57
Buldhana,2019,Deulgaon Raja,Total,88.89,9.34,1.76
Buldhana,2019,Sindkhed Raja,Rural,80.77,16.38,2.86
Buldhana,2019,Sindkhed Raja,Urban,90.35,7.92,1.73
Buldhana,2019,Sindkhed Raja,Total,81.13,16.06,2.81
Buldhana,2019,Lonar,Rural,90.86,7.79,1.35
Buldhana,2019,Lonar,Urban,91.75,6.04,2.21
Buldhana,2019,Lonar,Total,90.92,7.67,1.41
Buldhana,2020,Jalgaon Jamod,Rural,84.29,13.64,2.07
Buldhana,2020,Jalgaon Jamod,Urban,99.44,0.37,0.19
Buldhana,2020,Jalgaon Jamod,Total,85.72,12.38,1.89
Buldhana,2020,Sangrampur,Rural,88.45,10.4,1.15
Buldhana,2020,Sangrampur,Urban,,,
Buldhana,2020,Sangrampur,Total,88.45,10.4,1.15
Buldhana,2020,Shegaon,Rural,89.43,9.32,1.24
Buldhana,2020,Shegaon,Urban,98.84,1.09,0.07
Buldhana,2020,Shegaon,Total,92.26,6.85,0.89
Buldhana,2020,Nandura,Rural,93.09,5.97,0.93
Buldhana,2020,Nandura,Urban,99.21,0.63,0.16
Buldhana,2020,Nandura,Total,93.48,5.64,0.89
Buldhana,2020,Malkapur,Rural,91.47,7.39,1.15
Buldhana,2020,Malkapur,Urban,98.72,1.07,0.21
Buldhana,2020,Malkapur,Total,94.67,4.6,0.73
Buldhana,2020,Motala,Rural,93.66,5.9,0.44
Buldhana,2020,Motala,Urban,,,
Buldhana,2020,Motala,Total,93.66,5.9,0.44
Buldhana,2020,Khamgaon,Rural,92.64,6.53,0.83
Buldhana,2020,Khamgaon,Urban,98.89,0.82,0.29
Buldhana,2020,Khamgaon,Total,93.95,5.33,0.72
Buldhana,2020,Mehkar,Rural,91.84,7.53,0.63
Buldhana,2020,Mehkar,Urban,97.84,2.02,0.14
Buldhana,2020,Mehkar,Total,92.7,6.74,0.56
Buldhana,2020,Chikhali,Rural,95.34,4.16,0.5
Buldhana,2020,Chikhali,Urban,98.28,1.68,0.04
Buldhana,2020,Chikhali,Total,95.68,3.88,0.44
Buldhana,2020,Buldhana,Rural,94.25,5.4,0.35
Buldhana,2020,Buldhana,Urban,98.71,1.04,0.25
Buldhana,2020,Buldhana,Total,95,4.67,0.34
Buldhana,2020,Deulgaon Raja,Rural,93.07,5.91,1.02
Buldhana,2020,Deulgaon Raja,Urban,98.24,1.52,0.24
Buldhana,2020,Deulgaon Raja,Total,94.1,5.03,0.86
Buldhana,2020,Sindkhed Raja,Rural,83.99,14.48,1.53
Buldhana,2020,Sindkhed Raja,Urban,99.09,0.76,0.15
Buldhana,2020,Sindkhed Raja,Total,84.81,13.73,1.46
Buldhana,2020,Lonar,Rural,91.74,7.14,1.12
Buldhana,2020,Lonar,Urban,90.84,9.16,0
Buldhana,2020,Lonar,Total,91.65,7.34,1.01
Buldhana,2021,Jalgaon Jamod,Rural,84.29,13.64,2.07
Buldhana,2021,Jalgaon Jamod,Urban,98.35,1.04,0.61
Buldhana,2021,Jalgaon Jamod,Total,85.7,12.37,1.93
Buldhana,2021,Sangrampur,Rural,88.45,10.4,1.15
Buldhana,2021,Sangrampur,Urban,,,
Buldhana,2021,Sangrampur,Total,88.45,10.4,1.15
Buldhana,2021,Shegaon,Rural,89.43,9.32,1.24
Buldhana,2021,Shegaon,Urban,98.62,1.29,0.09
Buldhana,2021,Shegaon,Total,92.4,6.73,0.87
Buldhana,2021,Nandura,Rural,93.09,5.97,0.93
Buldhana,2021,Nandura,Urban,97.82,1.77,0.41
Buldhana,2021,Nandura,Total,93.44,5.67,0.9
Buldhana,2021,Malkapur,Rural,91.47,7.39,1.15
Buldhana,2021,Malkapur,Urban,98.75,1.04,0.21
Buldhana,2021,Malkapur,Total,94.81,4.47,0.72
Buldhana,2021,Motala,Rural,93.66,5.9,0.44
Buldhana,2021,Motala,Urban,,,
Buldhana,2021,Motala,Total,93.66,5.9,0.44
Buldhana,2021,Khamgaon,Rural,92.64,6.53,0.83
Buldhana,2021,Khamgaon,Urban,99.28,0.58,0.14
Buldhana,2021,Khamgaon,Total,94.12,5.21,0.68
Buldhana,2021,Mehkar,Rural,91.84,7.53,0.63
Buldhana,2021,Mehkar,Urban,99.05,0.79,0.16
Buldhana,2021,Mehkar,Total,92.94,6.5,0.56
Buldhana,2021,Chikhali,Rural,95.34,4.16,0.5
Buldhana,2021,Chikhali,Urban,98.99,0.97,0.04
Buldhana,2021,Chikhali,Total,95.8,3.77,0.44
Buldhana,2021,Buldhana,Rural,94.25,5.4,0.35
Buldhana,2021,Buldhana,Urban,99.27,0.6,0.13
Buldhana,2021,Buldhana,Total,95.12,4.56,0.32
Buldhana,2021,Deulgaon Raja,Rural,93.07,5.91,1.02
Buldhana,2021,Deulgaon Raja,Urban,98.65,1.18,0.17
Buldhana,2021,Deulgaon Raja,Total,94.25,4.91,0.84
Buldhana,2021,Sindkhed Raja,Rural,83.99,14.48,1.53
Buldhana,2021,Sindkhed Raja,Urban,99.16,0.7,0.14
Buldhana,2021,Sindkhed Raja,Total,84.88,13.67,1.45
Buldhana,2021,Lonar,Rural,91.74,7.14,1.12
Buldhana,2021,Lonar,Urban,98.48,1.2,0.33
Buldhana,2021,Lonar,Total,92.34,6.61,1.05
Chandrapur,2012,Varora,Rural,92.62,6.16,1.22
Chandrapur,2012,Varora,Urban,,,
Chandrapur,2012,Varora,Total,92.62,6.16,1.22
Chandrapur,2012,Chimur,Rural,91.35,7.49,1.16
Chandrapur,2012,Chimur,Urban,,,
Chandrapur,2012,Chimur,Total,91.35,7.49,1.16
Chandrapur,2012,Nagbhid,Rural,88.65,9.17,2.18
Chandrapur,2012,Nagbhid,Urban,,,
Chandrapur,2012,Nagbhid,Total,88.65,9.17,2.18
Chandrapur,2012,Bramhapuri,Rural,89.29,8.49,2.22
Chandrapur,2012,Bramhapuri,Urban,72.81,26.16,0.1
Chandrapur,2012,Bramhapuri,Total,84.89,13.21,1.65
Chandrapur,2012,Savali,Rural,84.84,12.22,2.94
Chandrapur,2012,Savali,Urban,,,
Chandrapur,2012,Savali,Total,84.84,12.22,2.94
Chandrapur,2012,Sindevahi,Rural,90,8.37,1.63
Chandrapur,2012,Sindevahi,Urban,,,
Chandrapur,2012,Sindevahi,Total,90,8.37,1.63
Chandrapur,2012,Bhadravati,Rural,89.64,8.58,1.78
Chandrapur,2012,Bhadravati,Urban,,,
Chandrapur,2012,Bhadravati,Total,89.64,8.58,1.78
Chandrapur,2012,Chandrapur,Rural,96.09,3.39,0.52
Chandrapur,2012,Chandrapur,Urban,7.93,22.3,0.04
Chandrapur,2012,Chandrapur,Total,15.54,20.67,0.08
Chandrapur,2012,Mul,Rural,94.79,4.52,0.69
Chandrapur,2012,Mul,Urban,84.19,15.6,0.21
Chandrapur,2012,Mul,Total,90.11,9.41,0.48
Chandrapur,2012,Ponbhurna,Rural,91.7,7.27,1.03
Chandrapur,2012,Ponbhurna,Urban,,,
Chandrapur,2012,Ponbhurna,Total,91.7,7.27,1.03
Chandrapur,2012,Ballarpur,Rural,95.04,4.17,0.79
Chandrapur,2012,Ballarpur,Urban,,,
Chandrapur,2012,Ballarpur,Total,95.04,4.17,0.79
Chandrapur,2012,Korpana,Rural,91.54,7.37,1.1
Chandrapur,2012,Korpana,Urban,,,
Chandrapur,2012,Korpana,Total,91.54,7.37,1.1
Chandrapur,2012,Rajura,Rural,91.18,7.81,1.01
Chandrapur,2012,Rajura,Urban,,,
Chandrapur,2012,Rajura,Total,91.18,7.81,1.01
Chandrapur,2012,Gondpipari,Rural,86.22,12.19,1.6
Chandrapur,2012,Gondpipari,Urban,,,
Chandrapur,2012,Gondpipari,Total,86.22,12.19,1.6
Chandrapur,2012,Jivati,Rural,86.51,12,1.49
Chandrapur,2012,Jivati,Urban,,,
Chandrapur,2012,Jivati,Total,86.51,12,1.49
Chandrapur,2013,Varora,Rural,99.25,0.62,0.13
Chandrapur,2013,Varora,Urban,,,
Chandrapur,2013,Varora,Total,99.25,0.62,0.13
Chandrapur,2013,Chimur,Rural,99.76,0.14,0.09
Chandrapur,2013,Chimur,Urban,,,
Chandrapur,2013,Chimur,Total,99.76,0.14,0.09
Chandrapur,2013,Nagbhid,Rural,99.85,0.13,0.03
Chandrapur,2013,Nagbhid,Urban,,,
Chandrapur,2013,Nagbhid,Total,99.85,0.13,0.03
Chandrapur,2013,Bramhapuri,Rural,99.7,0.28,0.01
Chandrapur,2013,Bramhapuri,Urban,73.49,26.41,0.1
Chandrapur,2013,Bramhapuri,Total,92.76,7.2,0.04
Chandrapur,2013,Savali,Rural,99.18,0.69,0.13
Chandrapur,2013,Savali,Urban,,,
Chandrapur,2013,Savali,Total,99.18,0.69,0.13
Chandrapur,2013,Sindevahi,Rural,99.76,0.2,0.04
Chandrapur,2013,Sindevahi,Urban,,,
Chandrapur,2013,Sindevahi,Total,99.76,0.2,0.04
Chandrapur,2013,Bhadravati,Rural,98.81,1.02,0.16
Chandrapur,2013,Bhadravati,Urban,,,
Chandrapur,2013,Bhadravati,Total,98.81,1.02,0.16
Chandrapur,2013,Chandrapur,Rural,99.4,0.54,0.06
Chandrapur,2013,Chandrapur,Urban,39.53,60.43,0.05
Chandrapur,2013,Chandrapur,Total,44.12,55.84,0.05
Chandrapur,2013,Mul,Rural,99.46,0.38,0.16
Chandrapur,2013,Mul,Urban,84.19,15.6,0.21
Chandrapur,2013,Mul,Total,92.68,7.14,0.18
Chandrapur,2013,Ponbhurna,Rural,98.68,1.22,0.1
Chandrapur,2013,Ponbhurna,Urban,,,
Chandrapur,2013,Ponbhurna,Total,98.68,1.22,0.1
Chandrapur,2013,Ballarpur,Rural,99.5,0.47,0.03
Chandrapur,2013,Ballarpur,Urban,53.16,44.52,0.02
Chandrapur,2013,Ballarpur,Total,54.64,43.11,0.02
Chandrapur,2013,Korpana,Rural,99.72,0.24,0.04
Chandrapur,2013,Korpana,Urban,,,
Chandrapur,2013,Korpana,Total,99.72,0.24,0.04
Chandrapur,2013,Rajura,Rural,#VALUE!,#VALUE!,#VALUE!
Chandrapur,2013,Rajura,Urban,,,
Chandrapur,2013,Rajura,Total,#VALUE!,#VALUE!,#VALUE!
Chandrapur,2013,Gondpipari,Rural,99.63,0.37,0
Chandrapur,2013,Gondpipari,Urban,,,
Chandrapur,2013,Gondpipari,Total,99.63,0.37,0
Chandrapur,2013,Jivati,Rural,99.64,0.22,0.14
Chandrapur,2013,Jivati,Urban,,,
Chandrapur,2013,Jivati,Total,99.64,0.22,0.14
Chandrapur,2014,Varora,Rural,99.04,0.83,0.13
Chandrapur,2014,Varora,Urban,96.14,3.43,0.43
Chandrapur,2014,Varora,Total,98.44,1.36,0.19
Chandrapur,2014,Chimur,Rural,99.78,0.16,0.06
Chandrapur,2014,Chimur,Urban,,,
Chandrapur,2014,Chimur,Total,99.78,0.16,0.06
Chandrapur,2014,Nagbhid,Rural,99.68,0.26,0.06
Chandrapur,2014,Nagbhid,Urban,,,
Chandrapur,2014,Nagbhid,Total,99.68,0.26,0.06
Chandrapur,2014,Bramhapuri,Rural,99.78,0.21,0.01
Chandrapur,2014,Bramhapuri,Urban,99.21,0.69,0.09
Chandrapur,2014,Bramhapuri,Total,99.64,0.33,0.03
Chandrapur,2014,Savali,Rural,98.93,0.84,0.23
Chandrapur,2014,Savali,Urban,,,
Chandrapur,2014,Savali,Total,98.93,0.84,0.23
Chandrapur,2014,Sindevahi,Rural,99.8,0.17,0.03
Chandrapur,2014,Sindevahi,Urban,,,
Chandrapur,2014,Sindevahi,Total,99.8,0.17,0.03
Chandrapur,2014,Bhadravati,Rural,99.07,0.85,0.08
Chandrapur,2014,Bhadravati,Urban,85.11,13.37,1.52
Chandrapur,2014,Bhadravati,Total,95.12,4.39,0.49
Chandrapur,2014,Chandrapur,Rural,99.48,0.48,0.04
Chandrapur,2014,Chandrapur,Urban,64.91,35.03,0.07
Chandrapur,2014,Chandrapur,Total,68.09,31.84,0.06
Chandrapur,2014,Mul,Rural,99.32,0.51,0.17
Chandrapur,2014,Mul,Urban,98.89,0.96,0.15
Chandrapur,2014,Mul,Total,99.06,0.79,0.16
Chandrapur,2014,Ponbhurna,Rural,98.41,1.41,0.18
Chandrapur,2014,Ponbhurna,Urban,,,
Chandrapur,2014,Ponbhurna,Total,98.41,1.41,0.18
Chandrapur,2014,Ballarpur,Rural,98.96,0.95,0.09
Chandrapur,2014,Ballarpur,Urban,55.47,43.45,1.08
Chandrapur,2014,Ballarpur,Total,56.53,42.42,1.06
Chandrapur,2014,Korpana,Rural,99.81,0.15,0.04
Chandrapur,2014,Korpana,Urban,,,
Chandrapur,2014,Korpana,Total,99.81,0.15,0.04
Chandrapur,2014,Rajura,Rural,99.62,0.25,0.13
Chandrapur,2014,Rajura,Urban,79.85,17.96,2.19
Chandrapur,2014,Rajura,Total,90.69,8.25,1.06
Chandrapur,2014,Gondpipari,Rural,99.01,0.86,0.13
Chandrapur,2014,Gondpipari,Urban,,,
Chandrapur,2014,Gondpipari,Total,99.01,0.86,0.13
Chandrapur,2014,Jivati,Rural,99.56,0.31,0.13
Chandrapur,2014,Jivati,Urban,,,
Chandrapur,2014,Jivati,Total,99.56,0.31,0.13
Chandrapur,2015,Varora,Rural,88.96,1.17,0.49
Chandrapur,2015,Varora,Urban,75.88,20.59,3.53
Chandrapur,2015,Varora,Total,86.7,4.53,1.02
Chandrapur,2015,Chimur,Rural,81.65,0.29,0.15
Chandrapur,2015,Chimur,Urban,,,
Chandrapur,2015,Chimur,Total,81.65,0.29,0.15
Chandrapur,2015,Nagbhid,Rural,79.74,0.17,0.06
Chandrapur,2015,Nagbhid,Urban,,,
Chandrapur,2015,Nagbhid,Total,79.74,0.17,0.06
Chandrapur,2015,Bramhapuri,Rural,80.4,0.24,0.05
Chandrapur,2015,Bramhapuri,Urban,101.47,4.41,0.49
Chandrapur,2015,Bramhapuri,Total,80.78,0.31,0.06
Chandrapur,2015,Savali,Rural,75.29,0.76,0.17
Chandrapur,2015,Savali,Urban,,,
Chandrapur,2015,Savali,Total,75.29,0.76,0.17
Chandrapur,2015,Sindevahi,Rural,79.94,0.53,0.16
Chandrapur,2015,Sindevahi,Urban,,,
Chandrapur,2015,Sindevahi,Total,79.94,0.53,0.16
Chandrapur,2015,Bhadravati,Rural,88.72,1.07,0.21
Chandrapur,2015,Bhadravati,Urban,80.9,16.52,2.58
Chandrapur,2015,Bhadravati,Total,86.31,5.83,0.94
Chandrapur,2015,Chandrapur,Rural,90.66,0.72,0.15
Chandrapur,2015,Chandrapur,Urban,82.49,15.62,3.62
Chandrapur,2015,Chandrapur,Total,83.59,13.6,3.16
Chandrapur,2015,Mul,Rural,79.01,0.62,0.14
Chandrapur,2015,Mul,Urban,96.24,3.29,0.47
Chandrapur,2015,Mul,Total,80.05,0.78,0.16
Chandrapur,2015,Ponbhurna,Rural,86.01,1.31,0.41
Chandrapur,2015,Ponbhurna,Urban,,,
Chandrapur,2015,Ponbhurna,Total,86.01,1.31,0.41
Chandrapur,2015,Ballarpur,Rural,85.75,1.34,0.11
Chandrapur,2015,Ballarpur,Urban,78.45,19.19,2.36
Chandrapur,2015,Ballarpur,Total,78.82,18.3,2.25
Chandrapur,2015,Korpana,Rural,84.69,0.21,0.06
Chandrapur,2015,Korpana,Urban,,,
Chandrapur,2015,Korpana,Total,84.69,0.21,0.06
Chandrapur,2015,Rajura,Rural,80.54,1.35,0.38
Chandrapur,2015,Rajura,Urban,85.69,12.33,1.98
Chandrapur,2015,Rajura,Total,82.98,6.55,1.14
