Year,District,Crime,Cases
2014,Solapur,Incidence of Rash Driving,1125
2014,Thane,Incidence of Rash Driving,1474
2014,Wardha,Incidence of Rash Driving,51
2014,Washim,Incidence of Rash Driving,182
2014,Yavatmal,Incidence of Rash Driving,668
2015,Ahilyanagar,Incidence of Rash Driving,1187
2015,Akola,Incidence of Rash Driving,615
2015,Amravati,Incidence of Rash Driving,1512
2015,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,2065
2015,Beed,Incidence of Rash Driving,992
2015,Bhandara,Incidence of Rash Driving,300
2015,Buldhana,Incidence of Rash Driving,425
2015,Chandrapur,Incidence of Rash Driving,413
2015,Dhule,Incidence of Rash Driving,386
2015,Gadchiroli,Incidence of Rash Driving,93
2015,Gondia,Incidence of Rash Driving,176
2015,Hingoli,Incidence of Rash Driving,313
2015,Jalgaon,Incidence of Rash Driving,502
2015,Jalna,Incidence of Rash Driving,36
2015,Kolhapur,Incidence of Rash Driving,798
2015,Latur,Incidence of Rash Driving,362
2015,Mumbai City,Incidence of Rash Driving,3963
2015,Nagpur,Incidence of Rash Driving,2091
2015,Nanded,Incidence of Rash Driving,1605
2015,Nandurbar,Incidence of Rash Driving,201
2015,Nasik,Incidence of Rash Driving,2524
2015,Dharashiv,Incidence of Rash Driving,545
2015,Palghar,Incidence of Rash Driving,200
2015,Parbhani,Incidence of Rash Driving,202
2015,Pune,Incidence of Rash Driving,3222
2015,Raigad,Incidence of Rash Driving,461
2015,Ratnagiri,Incidence of Rash Driving,716
2015,Sangli,Incidence of Rash Driving,424
2015,Satara,Incidence of Rash Driving,570
2015,Sindhudurg,Incidence of Rash Driving,97
2015,Solapur,Incidence of Rash Driving,899
2015,Thane,Incidence of Rash Driving,1688
2015,Wardha,Incidence of Rash Driving,734
2015,Washim,Incidence of Rash Driving,193
2015,Yavatmal,Incidence of Rash Driving,651
2016,Ahilyanagar,Incidence of Rash Driving,1164
2016,Akola,Incidence of Rash Driving,842
2016,Amravati,Incidence of Rash Driving,1527
2016,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,2489
2016,Beed,Incidence of Rash Driving,713
2016,Bhandara,Incidence of Rash Driving,420
2016,Buldhana,Incidence of Rash Driving,444
2016,Chandrapur,Incidence of Rash Driving,317
2016,Dhule,Incidence of Rash Driving,376
2016,Gadchiroli,Incidence of Rash Driving,94
2016,Gondia,Incidence of Rash Driving,154
2016,Hingoli,Incidence of Rash Driving,597
2016,Jalgaon,Incidence of Rash Driving,431
2016,Jalna,Incidence of Rash Driving,5
2016,Kolhapur,Incidence of Rash Driving,1038
2016,Latur,Incidence of Rash Driving,359
2016,Mumbai City,Incidence of Rash Driving,3900
2016,Nagpur,Incidence of Rash Driving,1972
2016,Nanded,Incidence of Rash Driving,1610
2016,Nandurbar,Incidence of Rash Driving,142
2016,Nasik,Incidence of Rash Driving,454
2016,Dharashiv,Incidence of Rash Driving,445
2016,Palghar,Incidence of Rash Driving,349
2016,Parbhani,Incidence of Rash Driving,226
2016,Pune,Incidence of Rash Driving,2604
2016,Raigad,Incidence of Rash Driving,390
2016,Ratnagiri,Incidence of Rash Driving,473
2016,Sangli,Incidence of Rash Driving,383
2016,Satara,Incidence of Rash Driving,494
2016,Sindhudurg,Incidence of Rash Driving,152
2016,Solapur,Incidence of Rash Driving,847
2016,Thane,Incidence of Rash Driving,1637
2016,Wardha,Incidence of Rash Driving,361
2016,Washim,Incidence of Rash Driving,162
2016,Yavatmal,Incidence of Rash Driving,826
2017,Ahilyanagar,Incidence of Rash Driving,819
2017,Akola,Incidence of Rash Driving,413
2017,Amravati,Incidence of Rash Driving,1997
2017,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,826
2017,Beed,Incidence of Rash Driving,320
2017,Bhandara,Incidence of Rash Driving,326
2017,Buldhana,Incidence of Rash Driving,526
2017,Chandrapur,Incidence of Rash Driving,403
2017,Dhule,Incidence of Rash Driving,354
2017,Gadchiroli,Incidence of Rash Driving,106
2017,Gondia,Incidence of Rash Driving,153
2017,Hingoli,Incidence of Rash Driving,185
2017,Jalgaon,Incidence of Rash Driving,441
2017,Jalna,Incidence of Rash Driving,403
2017,Kolhapur,Incidence of Rash Driving,559
2017,Latur,Incidence of Rash Driving,412
2017,Mumbai City,Incidence of Rash Driving,3119
2017,Nagpur,Incidence of Rash Driving,2280
2017,Nanded,Incidence of Rash Driving,526
2017,Nandurbar,Incidence of Rash Driving,121
2017,Nasik,Incidence of Rash Driving,1002
2017,Dharashiv,Incidence of Rash Driving,307
2017,Palghar,Incidence of Rash Driving,318
2017,Parbhani,Incidence of Rash Driving,206
2017,Pune,Incidence of Rash Driving,2414
2017,Raigad,Incidence of Rash Driving,387
2017,Ratnagiri,Incidence of Rash Driving,418
2017,Sangli,Incidence of Rash Driving,337
2017,Satara,Incidence of Rash Driving,580
2017,Sindhudurg,Incidence of Rash Driving,156
2017,Solapur,Incidence of Rash Driving,1311
2017,Thane,Incidence of Rash Driving,1338
2017,Wardha,Incidence of Rash Driving,287
2017,Washim,Incidence of Rash Driving,151
2017,Yavatmal,Incidence of Rash Driving,646
2018,Ahilyanagar,Incidence of Rash Driving,933
2018,Akola,Incidence of Rash Driving,371
2018,Amravati,Incidence of Rash Driving,1600
2018,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,893
2018,Beed,Incidence of Rash Driving,409
2018,Bhandara,Incidence of Rash Driving,293
2018,Buldhana,Incidence of Rash Driving,568
2018,Chandrapur,Incidence of Rash Driving,649
2018,Dhule,Incidence of Rash Driving,512
2018,Gadchiroli,Incidence of Rash Driving,125
2018,Gondia,Incidence of Rash Driving,158
2018,Hingoli,Incidence of Rash Driving,208
2018,Jalgaon,Incidence of Rash Driving,468
2018,Jalna,Incidence of Rash Driving,59
2018,Kolhapur,Incidence of Rash Driving,593
2018,Latur,Incidence of Rash Driving,401
2018,Mumbai City,Incidence of Rash Driving,3151
2018,Nagpur,Incidence of Rash Driving,2327
2018,Nanded,Incidence of Rash Driving,556
2018,Nandurbar,Incidence of Rash Driving,112
2018,Nasik,Incidence of Rash Driving,1279
2018,Dharashiv,Incidence of Rash Driving,404
2018,Palghar,Incidence of Rash Driving,386
2018,Parbhani,Incidence of Rash Driving,229
2018,Pune,Incidence of Rash Driving,4768
2018,Raigad,Incidence of Rash Driving,430
2018,Ratnagiri,Incidence of Rash Driving,398
2018,Sangli,Incidence of Rash Driving,778
2018,Satara,Incidence of Rash Driving,530
2018,Sindhudurg,Incidence of Rash Driving,263
2018,Solapur,Incidence of Rash Driving,1241
2018,Thane,Incidence of Rash Driving,2139
2018,Wardha,Incidence of Rash Driving,348
2018,Washim,Incidence of Rash Driving,165
2018,Yavatmal,Incidence of Rash Driving,1195
2019,Ahilyanagar,Incidence of Rash Driving,1004
2019,Akola,Incidence of Rash Driving,335
2019,Amravati,Incidence of Rash Driving,942
2019,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,729
2019,Beed,Incidence of Rash Driving,328
2019,Bhandara,Incidence of Rash Driving,298
2019,Buldhana,Incidence of Rash Driving,390
2019,Chandrapur,Incidence of Rash Driving,721
2019,Dhule,Incidence of Rash Driving,783
2019,Gadchiroli,Incidence of Rash Driving,114
2019,Gondia,Incidence of Rash Driving,138
2019,Hingoli,Incidence of Rash Driving,332
2019,Jalgaon,Incidence of Rash Driving,424
2019,Jalna,Incidence of Rash Driving,70
2019,Kolhapur,Incidence of Rash Driving,577
2019,Latur,Incidence of Rash Driving,474
2019,Mumbai City,Incidence of Rash Driving,2997
2019,Nagpur,Incidence of Rash Driving,3479
2019,Nanded,Incidence of Rash Driving,498
2019,Nandurbar,Incidence of Rash Driving,374
2019,Nasik,Incidence of Rash Driving,1215
2019,Dharashiv,Incidence of Rash Driving,482
2019,Palghar,Incidence of Rash Driving,420
2019,Parbhani,Incidence of Rash Driving,456
2019,Pune,Incidence of Rash Driving,9903
2019,Raigad,Incidence of Rash Driving,467
2019,Ratnagiri,Incidence of Rash Driving,330
2019,Sangli,Incidence of Rash Driving,919
2019,Satara,Incidence of Rash Driving,663
2019,Sindhudurg,Incidence of Rash Driving,362
2019,Solapur,Incidence of Rash Driving,1501
2019,Thane,Incidence of Rash Driving,1613
2019,Wardha,Incidence of Rash Driving,318
2019,Washim,Incidence of Rash Driving,156
2019,Yavatmal,Incidence of Rash Driving,901
2020,Ahilyanagar,Incidence of Rash Driving,685
2020,Akola,Incidence of Rash Driving,266
2020,Amravati,Incidence of Rash Driving,939
2020,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,572
2020,Beed,Incidence of Rash Driving,264
2020,Bhandara,Incidence of Rash Driving,252
2020,Buldhana,Incidence of Rash Driving,288
2020,Chandrapur,Incidence of Rash Driving,489
2020,Dhule,Incidence of Rash Driving,361
2020,Gadchiroli,Incidence of Rash Driving,96
2020,Gondia,Incidence of Rash Driving,100
2020,Hingoli,Incidence of Rash Driving,157
2020,Jalgaon,Incidence of Rash Driving,324
2020,Jalna,Incidence of Rash Driving,276
2020,Kolhapur,Incidence of Rash Driving,455
2020,Latur,Incidence of Rash Driving,366
2020,Mumbai City,Incidence of Rash Driving,1605
2020,Nagpur,Incidence of Rash Driving,1582
2020,Nanded,Incidence of Rash Driving,406
2020,Nandurbar,Incidence of Rash Driving,86
2020,Nasik,Incidence of Rash Driving,871
2020,Dharashiv,Incidence of Rash Driving,299
2020,Palghar,Incidence of Rash Driving,158
2020,Parbhani,Incidence of Rash Driving,243
2020,Pune,Incidence of Rash Driving,2837
2020,Raigad,Incidence of Rash Driving,246
2020,Ratnagiri,Incidence of Rash Driving,200
2020,Sangli,Incidence of Rash Driving,483
2020,Satara,Incidence of Rash Driving,372
2020,Sindhudurg,Incidence of Rash Driving,117
2020,Solapur,Incidence of Rash Driving,634
2020,Thane,Incidence of Rash Driving,1333
2020,Wardha,Incidence of Rash Driving,425
2020,Washim,Incidence of Rash Driving,151
2020,Yavatmal,Incidence of Rash Driving,425
2021,Ahilyanagar,Incidence of Rash Driving,690
2021,Akola,Incidence of Rash Driving,248
2021,Amravati,Incidence of Rash Driving,670
2021,Chhatrapati Sambhaji Nagar,Incidence of Rash Driving,624
2021,Beed,Incidence of Rash Driving,305
2021,Bhandara,Incidence of Rash Driving,340
2021,Buldhana,Incidence of Rash Driving,307
2021,Chandrapur,Incidence of Rash Driving,724
2021,Dhule,Incidence of Rash Driving,373
2021,Gadchiroli,Incidence of Rash Driving,118
2021,Gondia,Incidence of Rash Driving,171
2021,Hingoli,Incidence of Rash Driving,153
2021,Jalgaon,Incidence of Rash Driving,333
2021,Jalna,Incidence of Rash Driving,122
2021,Kolhapur,Incidence of Rash Driving,675
2021,Latur,Incidence of Rash Driving,388
2021,Mumbai City,Incidence of Rash Driving,2283
2021,Nagpur,Incidence of Rash Driving,1421
2021,Nanded,Incidence of Rash Driving,432
2021,Nandurbar,Incidence of Rash Driving,165
2021,Nasik,Incidence of Rash Driving,965
2021,Dharashiv,Incidence of Rash Driving,371
2021,Palghar,Incidence of Rash Driving,201
2021,Parbhani,Incidence of Rash Driving,183
2021,Pune,Incidence of Rash Driving,2350
2021,Raigad,Incidence of Rash Driving,310
2021,Ratnagiri,Incidence of Rash Driving,221
2021,Sangli,Incidence of Rash Driving,623
2021,Satara,Incidence of Rash Driving,396
2021,Sindhudurg,Incidence of Rash Driving,108
2021,Solapur,Incidence of Rash Driving,601
2021,Thane,Incidence of Rash Driving,1507
2021,Wardha,Incidence of Rash Driving,926
2021,Washim,Incidence of Rash Driving,149
2021,Yavatmal,Incidence of Rash Driving,456
