Year,District,Crime,Cases
2017,Sindhudurg,Theft,190.0
2017,Solapur,Theft,2020.0
2017,Thane,Theft,5176.0
2017,Wardha,Theft,603.0
2017,Washim,Theft,340.0
2017,Yavatmal,Theft,1077.0
2018,Ahilyanagar,Theft,2203.0
2018,Akola,Theft,573.0
2018,Amravati,Theft,1744.0
2018,Chhatrapati Sambhaji Nagar,Theft,7505.0
2018,Beed,Theft,688.0
2018,Bhandara,Theft,383.0
2018,Buldhana,Theft,792.0
2018,Chandrapur,Theft,699.0
2018,Dhule,Theft,600.0
2018,Gadchiroli,Theft,118.0
2018,Gondia,Theft,389.0
2018,Hingoli,Theft,236.0
2018,Jalgaon,Theft,1177.0
2018,Jalna,Theft,823.0
2018,Kolhapur,Theft,1092.0
2018,Latur,Theft,597.0
2018,Mumbai City,Theft,47202.0
2018,Nagpur,Theft,7319.0
2018,Nanded,Theft,573.0
2018,Nandurbar,Theft,300.0
2018,Nasik,Theft,2062.0
2018,Dharashiv,Theft,485.0
2018,Palghar,Theft,1443.0
2018,Parbhani,Theft,537.0
2018,Pune,Theft,11431.0
2018,Raigad,Theft,481.0
2018,Ratnagiri,Theft,442.0
2018,Sangli,Theft,1510.0
2018,Satara,Theft,1258.0
2018,Sindhudurg,Theft,242.0
2018,Solapur,Theft,2337.0
2018,Thane,Theft,5688.0
2018,Wardha,Theft,625.0
2018,Washim,Theft,369.0
2018,Yavatmal,Theft,932.0
2019,Ahilyanagar,Theft,2938.0
2019,Akola,Theft,592.0
2019,Amravati,Theft,1743.0
2019,Chhatrapati Sambhaji Nagar,Theft,7185.0
2019,Beed,Theft,690.0
2019,Bhandara,Theft,449.0
2019,Buldhana,Theft,896.0
2019,Chandrapur,Theft,764.0
2019,Dhule,Theft,662.0
2019,Gadchiroli,Theft,138.0
2019,Gondia,Theft,343.0
2019,Hingoli,Theft,318.0
2019,Jalgaon,Theft,1249.0
2019,Jalna,Theft,982.0
2019,Kolhapur,Theft,1015.0
2019,Latur,Theft,616.0
2019,Mumbai City,Theft,40168.0
2019,Nagpur,Theft,6541.0
2019,Nanded,Theft,898.0
2019,Nandurbar,Theft,334.0
2019,Nasik,Theft,2133.0
2019,Dharashiv,Theft,584.0
2019,Palghar,Theft,1356.0
2019,Parbhani,Theft,596.0
2019,Pune,Theft,9995.0
2019,Raigad,Theft,489.0
2019,Ratnagiri,Theft,356.0
2019,Sangli,Theft,1463.0
2019,Satara,Theft,1218.0
2019,Sindhudurg,Theft,226.0
2019,Solapur,Theft,2507.0
2019,Thane,Theft,5202.0
2019,Wardha,Theft,612.0
2019,Washim,Theft,337.0
2019,Yavatmal,Theft,922.0
2020,Ahilyanagar,Theft,2128.0
2020,Akola,Theft,784.0
2020,Amravati,Theft,1697.0
2020,Chhatrapati Sambhaji Nagar,Theft,3309.0
2020,Beed,Theft,686.0
2020,Bhandara,Theft,519.0
2020,Buldhana,Theft,922.0
2020,Chandrapur,Theft,713.0
2020,Dhule,Theft,529.0
2020,Gadchiroli,Theft,193.0
2020,Gondia,Theft,306.0
2020,Hingoli,Theft,323.0
2020,Jalgaon,Theft,1412.0
2020,Jalna,Theft,1215.0
2020,Kolhapur,Theft,880.0
2020,Latur,Theft,649.0
2020,Mumbai City,Theft,13716.0
2020,Nagpur,Theft,3710.0
2020,Nanded,Theft,952.0
2020,Nandurbar,Theft,311.0
2020,Nasik,Theft,1621.0
2020,Dharashiv,Theft,455.0
2020,Palghar,Theft,233.0
2020,Parbhani,Theft,682.0
2020,Pune,Theft,5989.0
2020,Raigad,Theft,388.0
2020,Ratnagiri,Theft,233.0
2020,Sangli,Theft,1096.0
2020,Satara,Theft,1024.0
2020,Sindhudurg,Theft,106.0
2020,Solapur,Theft,2244.0
2020,Thane,Theft,5086.0
2020,Wardha,Theft,572.0
2020,Washim,Theft,330.0
2020,Yavatmal,Theft,717.0
2021,Ahilyanagar,Theft,3123.0
2021,Akola,Theft,815.0
2021,Amravati,Theft,1802.0
2021,Chhatrapati Sambhaji Nagar,Theft,4303.0
2021,Beed,Theft,1256.0
2021,Bhandara,Theft,477.0
2021,Buldhana,Theft,1241.0
2021,Chandrapur,Theft,893.0
2021,Dhule,Theft,601.0
2021,Gadchiroli,Theft,262.0
2021,Gondia,Theft,397.0
2021,Hingoli,Theft,367.0
2021,Jalgaon,Theft,1781.0
2021,Jalna,Theft,1255.0
2021,Kolhapur,Theft,1541.0
2021,Latur,Theft,858.0
2021,Mumbai City,Theft,13659.0
2021,Nagpur,Theft,4345.0
2021,Nanded,Theft,1278.0
2021,Nandurbar,Theft,335.0
2021,Nasik,Theft,1862.0
2021,Dharashiv,Theft,742.0
2021,Palghar,Theft,356.0
2021,Parbhani,Theft,957.0
2021,Pune,Theft,7310.0
2021,Raigad,Theft,407.0
2021,Ratnagiri,Theft,230.0
2021,Sangli,Theft,1716.0
2021,Satara,Theft,1151.0
2021,Sindhudurg,Theft,140.0
2021,Solapur,Theft,2881.0
2021,Thane,Theft,6792.0
2021,Wardha,Theft,592.0
2021,Washim,Theft,456.0
2021,Yavatmal,Theft,1037.0
2014,Ahilyanagar,Counterfeiting,3.0
2014,Akola,Counterfeiting,3.0
2014,Amravati,Counterfeiting,3.0
2014,Chhatrapati Sambhaji Nagar,Counterfeiting,4.0
2014,Beed,Counterfeiting,1.0
2014,Bhandara,Counterfeiting,
2014,Buldhana,Counterfeiting,1.0
2014,Chandrapur,Counterfeiting,
2014,Dhule,Counterfeiting,2.0
2014,Gadchiroli,Counterfeiting,
2014,Gondia,Counterfeiting,1.0
2014,Hingoli,Counterfeiting,1.0
2014,Jalgaon,Counterfeiting,7.0
2014,Jalna,Counterfeiting,
2014,Kolhapur,Counterfeiting,7.0
2014,Latur,Counterfeiting,2.0
2014,Mumbai City,Counterfeiting,39.0
2014,Nagpur,Counterfeiting,10.0
2014,Nanded,Counterfeiting,4.0
2014,Nandurbar,Counterfeiting,2.0
2014,Nasik,Counterfeiting,15.0
2014,Dharashiv,Counterfeiting,1.0
2014,Palghar,Counterfeiting,14.0
2014,Parbhani,Counterfeiting,
2014,Pune,Counterfeiting,18.0
2014,Raigad,Counterfeiting,5.0
2014,Ratnagiri,Counterfeiting,2.0
2014,Sangli,Counterfeiting,6.0
2014,Satara,Counterfeiting,10.0
2014,Sindhudurg,Counterfeiting,2.0
2014,Solapur,Counterfeiting,5.0
2014,Thane,Counterfeiting,32.0
2014,Wardha,Counterfeiting,
2014,Washim,Counterfeiting,
2014,Yavatmal,Counterfeiting,1.0
2015,Ahilyanagar,Counterfeiting,1.0
2015,Akola,Counterfeiting,3.0
2015,Amravati,Counterfeiting,3.0
2015,Chhatrapati Sambhaji Nagar,Counterfeiting,3.0
2015,Beed,Counterfeiting,1.0
2015,Bhandara,Counterfeiting,1.0
2015,Buldhana,Counterfeiting,9.0
2015,Chandrapur,Counterfeiting,1.0
2015,Dhule,Counterfeiting,1.0
2015,Gadchiroli,Counterfeiting,1.0
2015,Gondia,Counterfeiting,1.0
2015,Hingoli,Counterfeiting,
2015,Jalgaon,Counterfeiting,3.0
2015,Jalna,Counterfeiting,
2015,Kolhapur,Counterfeiting,
2015,Latur,Counterfeiting,
2015,Mumbai City,Counterfeiting,51.0
2015,Nagpur,Counterfeiting,9.0
2015,Nanded,Counterfeiting,3.0
2015,Nandurbar,Counterfeiting,1.0
2015,Nasik,Counterfeiting,17.0
2015,Dharashiv,Counterfeiting,1.0
2015,Palghar,Counterfeiting,5.0
2015,Parbhani,Counterfeiting,1.0
2015,Pune,Counterfeiting,17.0
2015,Raigad,Counterfeiting,3.0
2015,Ratnagiri,Counterfeiting,1.0
2015,Sangli,Counterfeiting,5.0
2015,Satara,Counterfeiting,4.0
2015,Sindhudurg,Counterfeiting,7.0
2015,Solapur,Counterfeiting,7.0
2015,Thane,Counterfeiting,23.0
2015,Wardha,Counterfeiting,4.0
2015,Washim,Counterfeiting,1.0
2015,Yavatmal,Counterfeiting,2.0
2016,Ahilyanagar,Counterfeiting,5.0
2016,Akola,Counterfeiting,1.0
2016,Amravati,Counterfeiting,1.0
2016,Chhatrapati Sambhaji Nagar,Counterfeiting,8.0
2016,Beed,Counterfeiting,
2016,Bhandara,Counterfeiting,2.0
2016,Buldhana,Counterfeiting,6.0
2016,Chandrapur,Counterfeiting,
2016,Dhule,Counterfeiting,1.0
2016,Gadchiroli,Counterfeiting,1.0
2016,Gondia,Counterfeiting,
2016,Hingoli,Counterfeiting,
2016,Jalgaon,Counterfeiting,3.0
2016,Jalna,Counterfeiting,1.0
2016,Kolhapur,Counterfeiting,1.0
2016,Latur,Counterfeiting,1.0
2016,Mumbai City,Counterfeiting,24.0
2016,Nagpur,Counterfeiting,2.0
2016,Nanded,Counterfeiting,1.0
2016,Nandurbar,Counterfeiting,1.0
2016,Nasik,Counterfeiting,15.0
2016,Dharashiv,Counterfeiting,2.0
2016,Palghar,Counterfeiting,3.0
2016,Parbhani,Counterfeiting,2.0
2016,Pune,Counterfeiting,8.0
2016,Raigad,Counterfeiting,4.0
2016,Ratnagiri,Counterfeiting,
2016,Sangli,Counterfeiting,
2016,Satara,Counterfeiting,1.0
2016,Sindhudurg,Counterfeiting,2.0
2016,Solapur,Counterfeiting,8.0
2016,Thane,Counterfeiting,16.0
2016,Wardha,Counterfeiting,1.0
2016,Washim,Counterfeiting,
2016,Yavatmal,Counterfeiting,3.0
2017,Ahilyanagar,Counterfeiting,2.0
2017,Akola,Counterfeiting,1.0
2017,Amravati,Counterfeiting,
2017,Chhatrapati Sambhaji Nagar,Counterfeiting,3.0
2017,Beed,Counterfeiting,1.0
2017,Bhandara,Counterfeiting,1.0
2017,Buldhana,Counterfeiting,2.0
2017,Chandrapur,Counterfeiting,
2017,Dhule,Counterfeiting,
2017,Gadchiroli,Counterfeiting,
2017,Gondia,Counterfeiting,
2017,Hingoli,Counterfeiting,1.0
2017,Jalgaon,Counterfeiting,2.0
2017,Jalna,Counterfeiting,
2017,Kolhapur,Counterfeiting,
2017,Latur,Counterfeiting,
2017,Mumbai City,Counterfeiting,18.0
2017,Nagpur,Counterfeiting,4.0
2017,Nanded,Counterfeiting,
2017,Nandurbar,Counterfeiting,
2017,Nasik,Counterfeiting,7.0
2017,Dharashiv,Counterfeiting,
2017,Palghar,Counterfeiting,
2017,Parbhani,Counterfeiting,
2017,Pune,Counterfeiting,6.0
2017,Raigad,Counterfeiting,1.0
2017,Ratnagiri,Counterfeiting,
2017,Sangli,Counterfeiting,1.0
2017,Satara,Counterfeiting,
2017,Sindhudurg,Counterfeiting,3.0
2017,Solapur,Counterfeiting,10.0
2017,Thane,Counterfeiting,13.0
2017,Wardha,Counterfeiting,1.0
2017,Washim,Counterfeiting,1.0
2017,Yavatmal,Counterfeiting,3.0
2018,Ahilyanagar,Counterfeiting,
2018,Akola,Counterfeiting,1.0
2018,Amravati,Counterfeiting,
2018,Chhatrapati Sambhaji Nagar,Counterfeiting,4.0
2018,Beed,Counterfeiting,
2018,Bhandara,Counterfeiting,
2018,Buldhana,Counterfeiting,1.0
2018,Chandrapur,Counterfeiting,1.0
2018,Dhule,Counterfeiting,
2018,Gadchiroli,Counterfeiting,
2018,Gondia,Counterfeiting,
2018,Hingoli,Counterfeiting,
2018,Jalgaon,Counterfeiting,
2018,Jalna,Counterfeiting,2.0
2018,Kolhapur,Counterfeiting,2.0
2018,Latur,Counterfeiting,
2018,Mumbai City,Counterfeiting,13.0
2018,Nagpur,Counterfeiting,2.0
2018,Nanded,Counterfeiting,
2018,Nandurbar,Counterfeiting,1.0
2018,Nasik,Counterfeiting,2.0
2018,Dharashiv,Counterfeiting,
2018,Palghar,Counterfeiting,1.0
2018,Parbhani,Counterfeiting,
2018,Pune,Counterfeiting,9.0
2018,Raigad,Counterfeiting,
2018,Ratnagiri,Counterfeiting,
2018,Sangli,Counterfeiting,2.0
2018,Satara,Counterfeiting,4.0
2018,Sindhudurg,Counterfeiting,
2018,Solapur,Counterfeiting,7.0
2018,Thane,Counterfeiting,13.0
2018,Wardha,Counterfeiting,1.0
2018,Washim,Counterfeiting,
2018,Yavatmal,Counterfeiting,2.0
2019,Ahilyanagar,Counterfeiting,3.0
2019,Akola,Counterfeiting,
2019,Amravati,Counterfeiting,1.0
2019,Chhatrapati Sambhaji Nagar,Counterfeiting,2.0
2019,Beed,Counterfeiting,
2019,Bhandara,Counterfeiting,
2019,Buldhana,Counterfeiting,2.0
2019,Chandrapur,Counterfeiting,1.0
2019,Dhule,Counterfeiting,2.0
2019,Gadchiroli,Counterfeiting,
2019,Gondia,Counterfeiting,
2019,Hingoli,Counterfeiting,
2019,Jalgaon,Counterfeiting,1.0
2019,Jalna,Counterfeiting,1.0
2019,Kolhapur,Counterfeiting,3.0
2019,Latur,Counterfeiting,1.0
2019,Mumbai City,Counterfeiting,12.0
2019,Nagpur,Counterfeiting,8.0
2019,Nanded,Counterfeiting,
2019,Nandurbar,Counterfeiting,
2019,Nasik,Counterfeiting,
2019,Dharashiv,Counterfeiting,
2019,Palghar,Counterfeiting,2.0
2019,Parbhani,Counterfeiting,
2019,Pune,Counterfeiting,13.0
2019,Raigad,Counterfeiting,1.0
2019,Ratnagiri,Counterfeiting,
2019,Sangli,Counterfeiting,1.0
2019,Satara,Counterfeiting,8.0
2019,Sindhudurg,Counterfeiting,
2019,Solapur,Counterfeiting,4.0
2019,Thane,Counterfeiting,8.0
2019,Wardha,Counterfeiting,1.0
2019,Washim,Counterfeiting,
2019,Yavatmal,Counterfeiting,1.0
2020,Ahilyanagar,Counterfeiting,2.0
2020,Akola,Counterfeiting,2.0
2020,Amravati,Counterfeiting,
2020,Chhatrapati Sambhaji Nagar,Counterfeiting,3.0
2020,Beed,Counterfeiting,1.0
2020,Bhandara,Counterfeiting,
2020,Buldhana,Counterfeiting,2.0
2020,Chandrapur,Counterfeiting,1.0
2020,Dhule,Counterfeiting,1.0
2020,Gadchiroli,Counterfeiting,
2020,Gondia,Counterfeiting,
2020,Hingoli,Counterfeiting,1.0
2020,Jalgaon,Counterfeiting,2.0
2020,Jalna,Counterfeiting,
2020,Kolhapur,Counterfeiting,2.0
2020,Latur,Counterfeiting,
2020,Mumbai City,Counterfeiting,7.0
2020,Nagpur,Counterfeiting,7.0
2020,Nanded,Counterfeiting,1.0
2020,Nandurbar,Counterfeiting,
2020,Nasik,Counterfeiting,2.0
2020,Dharashiv,Counterfeiting,
2020,Palghar,Counterfeiting,
2020,Parbhani,Counterfeiting,2.0
2020,Pune,Counterfeiting,7.0
2020,Raigad,Counterfeiting,1.0
2020,Ratnagiri,Counterfeiting,
2020,Sangli,Counterfeiting,
2020,Satara,Counterfeiting,1.0
2020,Sindhudurg,Counterfeiting,3.0
2020,Solapur,Counterfeiting,2.0
2020,Thane,Counterfeiting,4.0
2020,Wardha,Counterfeiting,
2020,Washim,Counterfeiting,
2020,Yavatmal,Counterfeiting,
2021,Ahilyanagar,Counterfeiting,1.0
2021,Akola,Counterfeiting,
2021,Amravati,Counterfeiting,1.0
2021,Chhatrapati Sambhaji Nagar,Counterfeiting,1.0
2021,Beed,Counterfeiting,
2021,Bhandara,Counterfeiting,1.0
2021,Buldhana,Counterfeiting,
2021,Chandrapur,Counterfeiting,
2021,Dhule,Counterfeiting,
2021,Gadchiroli,Counterfeiting,
2021,Gondia,Counterfeiting,
2021,Hingoli,Counterfeiting,
2021,Jalgaon,Counterfeiting,2.0
2021,Jalna,Counterfeiting,
2021,Kolhapur,Counterfeiting,2.0
2021,Latur,Counterfeiting,1.0
2021,Mumbai City,Counterfeiting,15.0
2021,Nagpur,Counterfeiting,7.0
2021,Nanded,Counterfeiting,1.0
2021,Nandurbar,Counterfeiting,
2021,Nasik,Counterfeiting,2.0
2021,Dharashiv,Counterfeiting,1.0
2021,Palghar,Counterfeiting,1.0
2021,Parbhani,Counterfeiting,
2021,Pune,Counterfeiting,9.0
2021,Raigad,Counterfeiting,1.0
2021,Ratnagiri,Counterfeiting,
2021,Sangli,Counterfeiting,1.0
2021,Satara,Counterfeiting,2.0
2021,Sindhudurg,Counterfeiting,1.0
2021,Solapur,Counterfeiting,1.0
2021,Thane,Counterfeiting,6.0
2021,Wardha,Counterfeiting,
2021,Washim,Counterfeiting,
2021,Yavatmal,Counterfeiting,
2014,Ahilyanagar,Arson,46.0
2014,Akola,Arson,34.0
2014,Amravati,Arson,86.0
2014,Chhatrapati Sambhaji Nagar,Arson,65.0
2014,Beed,Arson,33.0
2014,Bhandara,Arson,20.0
2014,Buldhana,Arson,45.0
2014,Chandrapur,Arson,28.0
2014,Dhule,Arson,3.0
2014,Gadchiroli,Arson,17.0
2014,Gondia,Arson,10.0
2014,Hingoli,Arson,12.0
2014,Jalgaon,Arson,23.0
2014,Jalna,Arson,23.0
2014,Kolhapur,Arson,22.0
2014,Latur,Arson,54.0
2014,Mumbai City,Arson,54.0
2014,Nagpur,Arson,74.0
2014,Nanded,Arson,41.0
2014,Nandurbar,Arson,6.0
2014,Nasik,Arson,31.0
2014,Dharashiv,Arson,19.0
2014,Palghar,Arson,12.0
2014,Parbhani,Arson,28.0
2014,Pune,Arson,75.0
2014,Raigad,Arson,22.0
2014,Ratnagiri,Arson,13.0
2014,Sangli,Arson,22.0
2014,Satara,Arson,26.0
2014,Sindhudurg,Arson,15.0
2014,Solapur,Arson,37.0
2014,Thane,Arson,74.0
2014,Wardha,Arson,19.0
2014,Washim,Arson,26.0
2014,Yavatmal,Arson,65.0
2015,Ahilyanagar,Arson,58.0
2015,Akola,Arson,31.0
2015,Amravati,Arson,79.0
2015,Chhatrapati Sambhaji Nagar,Arson,101.0
2015,Beed,Arson,29.0
2015,Bhandara,Arson,31.0
2015,Buldhana,Arson,45.0
2015,Chandrapur,Arson,40.0
2015,Dhule,Arson,4.0
2015,Gadchiroli,Arson,17.0
2015,Gondia,Arson,9.0
2015,Hingoli,Arson,29.0
2015,Jalgaon,Arson,23.0
2015,Jalna,Arson,28.0
2015,Kolhapur,Arson,17.0
2015,Latur,Arson,54.0
2015,Mumbai City,Arson,20.0
2015,Nagpur,Arson,68.0
2015,Nanded,Arson,51.0
2015,Nandurbar,Arson,6.0
2015,Nasik,Arson,40.0
2015,Dharashiv,Arson,17.0
2015,Palghar,Arson,10.0
2015,Parbhani,Arson,30.0
2015,Pune,Arson,111.0
2015,Raigad,Arson,15.0
2015,Ratnagiri,Arson,17.0
2015,Sangli,Arson,18.0
2015,Satara,Arson,28.0
2015,Sindhudurg,Arson,15.0
2015,Solapur,Arson,77.0
2015,Thane,Arson,78.0
2015,Wardha,Arson,16.0
2015,Washim,Arson,29.0
2015,Yavatmal,Arson,58.0
2016,Ahilyanagar,Arson,34.0
2016,Akola,Arson,28.0
2016,Amravati,Arson,103.0
2016,Chhatrapati Sambhaji Nagar,Arson,53.0
2016,Beed,Arson,35.0
2016,Bhandara,Arson,25.0
2016,Buldhana,Arson,47.0
2016,Chandrapur,Arson,38.0
2016,Dhule,Arson,17.0
2016,Gadchiroli,Arson,14.0
2016,Gondia,Arson,13.0
2016,Hingoli,Arson,18.0
2016,Jalgaon,Arson,29.0
2016,Jalna,Arson,20.0
2016,Kolhapur,Arson,26.0
2016,Latur,Arson,53.0
2016,Mumbai City,Arson,31.0
2016,Nagpur,Arson,81.0
2016,Nanded,Arson,45.0
2016,Nandurbar,Arson,13.0
2016,Nasik,Arson,55.0
2016,Dharashiv,Arson,15.0
2016,Palghar,Arson,10.0
2016,Parbhani,Arson,28.0
2016,Pune,Arson,136.0
2016,Raigad,Arson,21.0
2016,Ratnagiri,Arson,17.0
2016,Sangli,Arson,21.0
2016,Satara,Arson,29.0
2016,Sindhudurg,Arson,7.0
2016,Solapur,Arson,56.0
2016,Thane,Arson,78.0
2016,Wardha,Arson,54.0
2016,Washim,Arson,13.0
2016,Yavatmal,Arson,75.0
2017,Ahilyanagar,Arson,56.0
2017,Akola,Arson,42.0
2017,Amravati,Arson,84.0
2017,Chhatrapati Sambhaji Nagar,Arson,61.0
2017,Beed,Arson,30.0
2017,Bhandara,Arson,28.0
2017,Buldhana,Arson,57.0
2017,Chandrapur,Arson,20.0
2017,Dhule,Arson,17.0
2017,Gadchiroli,Arson,17.0
2017,Gondia,Arson,11.0
2017,Hingoli,Arson,24.0
2017,Jalgaon,Arson,24.0
2017,Jalna,Arson,2.0
2017,Kolhapur,Arson,15.0
2017,Latur,Arson,40.0
2017,Mumbai City,Arson,14.0
2017,Nagpur,Arson,71.0
2017,Nanded,Arson,34.0
2017,Nandurbar,Arson,8.0
2017,Nasik,Arson,50.0
2017,Dharashiv,Arson,12.0
2017,Palghar,Arson,13.0
2017,Parbhani,Arson,22.0
2017,Pune,Arson,130.0
2017,Raigad,Arson,14.0
2017,Ratnagiri,Arson,16.0
2017,Sangli,Arson,22.0
2017,Satara,Arson,29.0
2017,Sindhudurg,Arson,16.0
2017,Solapur,Arson,56.0
2017,Thane,Arson,48.0
2017,Wardha,Arson,34.0
2017,Washim,Arson,16.0
2017,Yavatmal,Arson,51.0
2018,Ahilyanagar,Arson,50.0
2018,Akola,Arson,26.0
2018,Amravati,Arson,54.0
2018,Chhatrapati Sambhaji Nagar,Arson,68.0
2018,Beed,Arson,24.0
2018,Bhandara,Arson,15.0
2018,Buldhana,Arson,60.0
2018,Chandrapur,Arson,29.0
2018,Dhule,Arson,19.0
2018,Gadchiroli,Arson,12.0
2018,Gondia,Arson,16.0
2018,Hingoli,Arson,21.0
2018,Jalgaon,Arson,32.0
2018,Jalna,Arson,5.0
2018,Kolhapur,Arson,14.0
2018,Latur,Arson,58.0
2018,Mumbai City,Arson,60.0
2018,Nagpur,Arson,96.0
2018,Nanded,Arson,40.0
2018,Nandurbar,Arson,8.0
2018,Nasik,Arson,53.0
2018,Dharashiv,Arson,24.0
2018,Palghar,Arson,13.0
2018,Parbhani,Arson,26.0
2018,Pune,Arson,131.0
2018,Raigad,Arson,18.0
2018,Ratnagiri,Arson,17.0
2018,Sangli,Arson,38.0
2018,Satara,Arson,41.0
2018,Sindhudurg,Arson,13.0
2018,Solapur,Arson,68.0
2018,Thane,Arson,67.0
2018,Wardha,Arson,36.0
2018,Washim,Arson,18.0
2018,Yavatmal,Arson,42.0
2019,Ahilyanagar,Arson,64.0
2019,Akola,Arson,17.0
2019,Amravati,Arson,72.0
2019,Chhatrapati Sambhaji Nagar,Arson,37.0
2019,Beed,Arson,29.0
2019,Bhandara,Arson,18.0
2019,Buldhana,Arson,46.0
2019,Chandrapur,Arson,34.0
2019,Dhule,Arson,19.0
2019,Gadchiroli,Arson,26.0
2019,Gondia,Arson,21.0
2019,Hingoli,Arson,18.0
2019,Jalgaon,Arson,29.0
2019,Jalna,Arson,4.0
2019,Kolhapur,Arson,17.0
2019,Latur,Arson,43.0
2019,Mumbai City,Arson,34.0
2019,Nagpur,Arson,57.0
2019,Nanded,Arson,41.0
2019,Nandurbar,Arson,15.0
2019,Nasik,Arson,49.0
2019,Dharashiv,Arson,21.0
2019,Palghar,Arson,14.0
2019,Parbhani,Arson,31.0
2019,Pune,Arson,109.0
2019,Raigad,Arson,8.0
